5,Córdoba,Full-Time,Contractor,450000,450000,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,No,0,No tuve,2,Horarios flexibles,2,"No, pero escucho ofertas.",Automatizador,0,1,0,0,"Make (ex-integromat), Prestashop",Javascript,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,No,No sé,6,1,Terminar encuesta,,,,,,,,,,32,Hombre Cis,TRUE,Junior,450000
6,Córdoba,Full-Time,Staff (planta permanente),835469,693439,Cobro parte del salario en dólares,1014,Un sueldo,Performance de la compañía,No,0,No tuve,1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Technical Leader,9,4,3,0,"Amazon Web Services, Docker, Kubernetes, Linux","CSS, HTML, Javascript, PHP, Python, SQL, TypeScript","Next.js, React.js","Amazon RDS/Aurora, MongoDB, MySQL",Pytest,De 51 a 100 personas,Híbrido (presencial y remoto),2,"Sí, por desempeño.",No,8,5,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UNC - Universidad Nacional de Córdoba,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,29,Hombre Cis,TRUE,Senior,835469
7,Buenos Aires,Full-Time,Contractor,1050000,1050000,Cobro parte del salario en dólares,,No,No recibo bono,Dos,20,Marzo,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Technical Leader,3,3,1,5,"Amazon Web Services, Docker, Firebase, Linux","CSS, HTML, Javascript, Python, SQL, TypeScript","Django, Flask, Next.js, Node.js, React.js",Ninguna de las anteriores,"Cypress, Postman, Playwright",De 11  a 50  personas,100% remoto,0,,No,8,4,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencia de Datos,UNSAM - Universidad de San Martín,Terminar encuesta,,,,,28,Hombre Cis,TRUE,Semi-Senior,1050000
8,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),860000,805000,Cobro parte del salario en dólares,1040,Un sueldo,Performance individual,Tres,30,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas",3,"No, estoy muy conforme.",Developer,4,4,1,3,Docker,"CSS, HTML, Javascript, SQL","Node.js, React.js","ElasticSearch, PostgreSQL","Cypress, Jest",De 51 a 100 personas,100% remoto,0,,No,9,4,Terminar encuesta,,,,,,,,,,32,Hombre Cis,TRUE,Semi-Senior,860000
9,Corrientes,Full-Time,Contractor,4000000,4000000,Cobro todo el salario en dólares,0,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs",4,"No, estoy muy conforme.",Developer,15,2,2,0,"Amazon Web Services, Docker, Linux","Javascript, SQL, TypeScript, ","Angular, Node.js, Nestjs ","ElasticSearch, MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,No,10,5,Responder sobre mis estudios,Posgrado/Especialización,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,42,Hombre Cis,TRUE,Senior,4000000
10,Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),5000000,5000000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,3,"No, estoy muy conforme.",Developer,17,10,10,0,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, Python","Angular, Bootstrap, Django, jQuery, React.js",MongoDB,Cypress,De 2 a 10 personas,100% remoto,0,,No,10,0,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UNR - Universidad Nacional de Rosario,Terminar encuesta,,,,,41,Hombre Cis,TRUE,Senior,5000000
11,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),450000,440000,Cobro todo el salario en dólares,1000,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Developer,0,0,0,0,"Amazon Web Services, Docker, Linux","CSS, HTML, Java, Javascript, Python, SQL, TypeScript","Next.js, Node.js, React.js, Spring","MySQL, PostgreSQL","JUnit, Postman, Selenium",De 11  a 50  personas,Híbrido (presencial y remoto),4,No (muy en desacuerdo con esto y la razón por la que me quiero ir de la empresa),No,1,5,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,ITBA Instituto Tecnológico de Buenos Aires,Terminar encuesta,,,,,22,Mujer Cis,TRUE,Junior,450000
12,Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2183000,2000000,Cobro parte del salario en dólares,1080,No,No recibo bono,Uno,13,Abril,4,"Comidas pagas / subvencionadas, Horarios flexibles",3,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,6,4,2,0,"Amazon Web Services, Azure, Docker, Linux","Bash/Shell, Python",Ninguno de los anteriores,"ElasticSearch, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No,10,2,Responder sobre mis estudios,Secundario,Completo,Técnique Secundario en Programación,,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,21,Hombre Cis,TRUE,Senior,2183000
13,Buenos Aires,Full-Time,Contractor,3200000,10000000,Cobro todo el salario en dólares,1043,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Sueldo dividido en dos pagos por mes",4,"No, pero escucho ofertas.",Developer,4,1,1,0,"Docker, Google Cloud Platform, Kubernetes, Linux, Microcontroladores","Python, SQL",Flask,PostgreSQL,"Ninguna de las anteriores, Unittest",De 101 a 200 personas,100% remoto,0,No,Sí,10,3,Responder sobre mis estudios,Maestría,En curso,Ingeniería en Software,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,31,Hombre Cis,TRUE,Semi-Senior,3200000
14,Buenos Aires,Full-Time,Contractor,5400000,5400000,Cobro todo el salario en dólares,1050,No,No recibo bono,No,0,No tuve,1,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",2,"Sí, estoy buscando activamente.",Data Engineer,16,3,6,0,Azure,"Python, Scala, SQL","Hadoop, Spark, TensorFlow",Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,Sí,6,4,Terminar encuesta,,,,,,,,,,36,Hombre Cis,TRUE,Senior,5400000
15,Buenos Aires,Part-Time,Freelance,550000,550000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,4,Capacitaciones y/o cursos,3,"No, pero escucho ofertas.",Developer,2,1,1,0,"Amazon Web Services, Linux","CSS, HTML, Javascript","Node.js, Vue.js",MongoDB,Postman,De 2 a 10 personas,100% remoto,0,No,No,10,5,Responder sobre mis estudios,Terciario,Completo,Tecnicatura Electrónica,,Terminar encuesta,,,,,43,Hombre Cis,TRUE,Junior,550000
16,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2200000,2000000,Cobro parte del salario en dólares,980,No,No recibo bono,Dos,100,Abril,3,"Abono de celular, Descuento en gimnasios / Clases de gimnasia online, Ninguna de las anteriores",3,"No, pero escucho ofertas.",Developer,1,3,1,1,"Firebase, Google Cloud Platform, Zoho","HTML, Javascript, Python, TypeScript, Deluge",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Sí nuevas responsabilidades,No,10,5,Responder sobre mis estudios,Terciario,Completo,Licenciatura en Administración de Empresas,,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,36,Hombre Cis,TRUE,Junior,2200000
17,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,11000000,9790000,Cobro todo el salario en dólares,,Un sueldo,Performance de la compañía,No,0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Technical Leader,11,2,2,4,"Firebase, Google Cloud Platform, Kubernetes","CSS, HTML, Java, Javascript, SQL, TypeScript","Bootstrap, Node.js, React.js",Google Cloud Storage,mabl,De 51 a 100 personas,Híbrido (presencial y remoto),0,No,Sí,7,3,Responder sobre mis estudios,Universitario,Incompleto,Diseño Multimedial,UADE - Universidad Argentina De la Empresa,Responder sobre guardias,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Terminar encuesta,31,Mujer Cis,TRUE,Senior,11000000
18,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000,2000000,Cobro parte del salario en dólares,1300,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs",3,"No, pero escucho ofertas.",Developer,10,0,0,3,"Amazon Web Services, Firebase","Java, SQL","Hibernate, jQuery, React.js, Spring","Amazon DynamoDB, Amazon RDS/Aurora, Oracle","JUnit, Postman, SoapUI",Más de 10000 personas,Híbrido (presencial y remoto),1,"No, usan el pago en dólares y la varianza como ajuste",No sé,7,1,Responder sobre mis estudios,Universitario,En curso,Derecho,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0,Neto,Terminar encuesta,35,Hombre Cis,TRUE,Senior,2200000
19,Buenos Aires,Full-Time,Staff (planta permanente),1345321,1123433,Mi sueldo está dolarizado (pero cobro en moneda local),998,De uno a tres sueldos,Mix de las anteriores,Más de tres,70,Abril,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Data Engineer,1,0,0,0,"Amazon Web Services, Azure, SAP, Windows Server","Python, R, SQL, VBA","Django, jQuery, SAP, Spark, TensorFlow","Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server",Postman,Más de 10000 personas,Híbrido (presencial y remoto),1,Solamente por inflación y una última por performance,Sí,3,3,Responder sobre mis estudios,Universitario,En curso,Medicina,UNSAM - Universidad de San Martín,Terminar encuesta,"Sí, pasiva",10,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,26,Hombre Cis,TRUE,Junior,1345321
20,Neuquén,Full-Time,Staff (planta permanente),3600000,3000000,Cobro todo el salario en dólares,856,No,No recibo bono,No,0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, pero escucho ofertas.",Developer,7,1,3,0,"Docker, Linux","HTML, Javascript, PHP, SQL","Bootstrap, jQuery, React.js, WordPress","MariaDB, MySQL, Redis","Cypress, PHPUnit",De 101 a 200 personas,100% remoto,0,,Sí,9,2,Terminar encuesta,,,,,,,,,,33,Hombre Cis,TRUE,Senior,3600000
21,Santa Fe,Full-Time,Staff (planta permanente),1560200,1505436,Cobro todo el salario en dólares,dolar oficial,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",UX Designer,8,3,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,Sí,0,2,Responder sobre mis estudios,Terciario,Completo,Diseño Gráfico,,Terminar encuesta,,,,,40,Mujer Cis,TRUE,Senior,1560200
22,Corrientes,Full-Time,Contractor,3500000,,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Sueldo dividido en dos pagos por mes, Trabajo full remoto",4,"No, estoy muy conforme.",QA / Tester,1,1,0,0,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,,No,9,1,Responder sobre mis estudios,Doctorado,En curso,Licenciatura en Ciencias Biológicas,UNNNE - Universidad Nacional del Nordeste,Terminar encuesta,,,,,39,Mujer Cis,TRUE,Junior,3500000
23,Buenos Aires,Full-Time,Contractor,8750000,8250000,Cobro todo el salario en dólares,,Un sueldo,Performance grupal,No,0,No tuve,1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Manager / Director,20,10,5,10,"Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python, Ruby, YAML :)","Bootstrap, Django, Flask, Rails","ElasticSearch, Google Cloud Storage, MariaDB, MongoDB, MySQL, Redis","Cypress, CircleCI",De 201 a 500 personas,100% remoto,0,No,No,9,1,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Filosofía,UBA - Universidad de Buenos Aires,Terminar encuesta,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,47,Hombre Cis,TRUE,Senior,8750000
24,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3300000,3000000,Cobro todo el salario en dólares,3200,No,No recibo bono,Uno,1,Enero,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Data Engineer,20,0,3,0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, OpenShift, Windows Server","Python, SQL","Spark, Pandas scikit learn","Amazon Redshift, Amazon RDS/Aurora, MySQL","Postman, Pytest",De 201 a 500 personas,100% remoto,0,No,No,10,5,Responder sobre mis estudios,Doctorado,Incompleto,Ingeniería en Informática,UAI - Universidad Abierta Interamericana,Responder sobre guardias,No,0,Neto,Terminar encuesta,44,Hombre Cis,TRUE,Senior,3300000
25,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3632920,2867276,Cobro parte del salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Abono de celular, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,23,2,2,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,No pero nuestros sueldos están atados al dólar oficial y se pagan 70% en USD,No,8,0,Responder sobre guardias,Terciario,Completo,Analista de Sistemas,,Terminar encuesta,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,44,Hombre Cis,TRUE,Senior,3632920
26,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),930000,821000,Cobro parte del salario en dólares,Oficial,No,No recibo bono,Más de tres,83,Mayo,4,"Abono de Internet, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Developer,7,7,1,0,"Amazon Web Services, Firebase, Google Cloud Platform, Linux","Java, Python",Ninguno de los anteriores,Ninguna de las anteriores,JUnit,De 11  a 50  personas,100% presencial,0,,No,10,5,Terminar encuesta,,,,,,,,,,30,Hombre Cis,TRUE,Senior,930000
27,Corrientes,Full-Time,Staff (planta permanente),830000,720000,Mi sueldo está dolarizado (pero cobro en moneda local),,3+ sueldos,Performance de la compañía,Uno,20,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"Sí, estoy buscando activamente.",Developer,2,1,2,0,"Amazon Web Services, Docker, Linux, Serverless",Python,Django,"Amazon DynamoDB, MariaDB, MySQL, PostgreSQL",Postman,De 51 a 100 personas,100% remoto,0,,No sé,0,4,Terminar encuesta,,,,,,,,,,22,Hombre Cis,TRUE,Junior,830000
28,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2107600,1700000,Cobro parte del salario en dólares,890,De uno a tres sueldos,Mix de las anteriores,Tres,83,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Consultant,14,2,2,1,SAP,Ninguno de los anteriores,"SAP, SAP Hana",HANA,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,Si,No sé,8,2,Responder sobre guardias,Universitario,Completo,Licenciatura en Sistemas,UK - Universidad Kennedy,Responder sobre guardias,"Sí, pasiva",2,Porcentaje de mi sueldo bruto,Terminar encuesta,37,Hombre Cis,TRUE,Senior,2107600
29,Ciudad Autónoma de Buenos Aires,Part-Time,Contractor,1300000,1300000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Horarios flexibles, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,4,0,0,0,Ninguna de las anteriores,"Javascript, Python, TypeScript",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,No sé,8,5,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencia de Datos,,Terminar encuesta,,,,,26,Hombre Cis,TRUE,Semi-Senior,1300000
30,Jujuy,Full-Time,Contractor,3000000,,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,4,Ninguna de las anteriores,4,"No, pero escucho ofertas.",Technical Leader,7,3,1,12,"Amazon Web Services, Docker, Kubernetes, Linux, VMWare, Windows Server",Python,Ninguno de los anteriores,"Cassandra, Microsoft SQL Server",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,Sí,8,2,Terminar encuesta,,,,,,,,,,33,Hombre Cis,TRUE,Senior,3000000
32,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1000000,1000000,Cobro todo el salario en dólares,1000 ARS = 1USD,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Horarios flexibles",2,"Sí, estoy buscando activamente.",Developer,2,2,2,3,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, Windows Server","Bash/Shell, C, C++, Python, Rust","Spark, TensorFlow, Torch, Replicate ","ElasticSearch, Google Cloud Storage, MariaDB, Microsoft SQL Server, Neo4j","Postman, Visual Studio Coded UI",De 2 a 10 personas,100% remoto,0,"Tengo una consultora de software, cada 3 meses renovamos proyectos. Por lo que la situación salarial depende del proyecto, se elije una base en dólares para que sea constante.",No,10,3,Responder sobre guardias,Universitario,Incompleto,Ingeniería Química,UCA - Universidad Católica Argentina,Responder sobre guardias,"Sí, pasiva",20,Porcentaje de mi sueldo bruto,Terminar encuesta,26,Mujer Cis,TRUE,Junior,1000000
33,Córdoba,Full-Time,Staff (planta permanente),5500000,4200000,Mi sueldo está dolarizado (pero cobro en moneda local),930,3+ sueldos,Performance individual,Dos,10,Enero,2,"Estacionamiento gratuito / subvencionado, Horarios flexibles",2,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,20,2,2,1,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, Serverless, VMWare, Windows Server","Bash/Shell, Go, HTML, Python, SQL, VBA","Node.js, React.js","Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, SQLite",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),2,Si-ipc,Sí,3,5,Terminar encuesta,,,,,,,,,,46,Hombre Cis,TRUE,Senior,5500000
34,Buenos Aires,Full-Time,Contractor,794704.8,500664,Cobro parte del salario en dólares,Tengo entendido que toman el valor del dólar oficial el día 15,Un sueldo,Mix de las anteriores,Tres,48.75,Abril,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",1,"No, pero escucho ofertas.",Developer,3,3,1,0,Docker,"CSS, HTML, Java, Javascript, SQL","Angular, Hibernate, jQuery, Spring",Sybase,JUnit,De 501 a 1000 personas,100% remoto,0,Hacen evaluaciones de la inflación y de acuerdo a eso van aplicando los aumentos si los consideran necesarios,No sé,8,3,Responder sobre guardias,Universitario,En curso,Tecnicatura Superior en Programación,UP - Universidad de Palermo,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,28,Mujer Cis,TRUE,Semi-Senior,794704.8
