Santa Fe,Full-Time,Staff (planta permanente),1900000,1540000,Mi sueldo está dolarizado (pero cobro en moneda local),No lo está,Menos de un sueldo,Performance de la compañía,Tres,3,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",3,"No, pero escucho ofertas.",,UX Designer,3,0,3,0,Ninguna de las anteriores,"CSS, HTML",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,"Sii, aumento por inflación",Sí,9,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,35,Mujer Cis,Sí,TRUE,Semi-Senior,1900000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,8000000,7110000,Cobro todo el salario en dólares,1185,No,No recibo bono,No,0,No tuve,4,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Stock options / RSUs, Viáticos",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Manager / Director,8,0,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,No,No sé,6,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,39,Hombre Cis,Sí,TRUE,Senior,8000000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2200000,1500000,Cobro parte del salario en dólares,1160,No,No recibo bono,Uno,8,Febrero,2,"Abono de Internet, Estacionamiento gratuito / subvencionado, Horarios flexibles, Guardería o pago para cubrir costo de guardería, obra social grupo familiar",2,"No, pero escucho ofertas.",,Developer,4,4,1,0,"Amazon Web Services, Linux","Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",Ninguno de los anteriores,MariaDB,Postman,De 1001 a 2000 personas,100% remoto,0,Inflación trimestral en febrero (8%),Sí,7,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,37,Hombre Cis,Sí,TRUE,Semi-Senior,2200000
Córdoba,Full-Time,Contractor,5875000,5865000,Mi sueldo está dolarizado (pero cobro en moneda local),1175,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,3,"No, estoy muy conforme.",,Technical Leader,20,0,10,4,"Google Cloud Platform, Linux","CSS, HTML, Python, TypeScript","React.js, FastAPI",PostgreSQL,Postman,De 11  a 50  personas,Híbrido (presencial y remoto),1,,No,10,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,37,Hombre Cis,Sí,TRUE,Senior,5875000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2070000,1700000,Cobro parte del salario en dólares,1195,No,No recibo bono,Uno,8,Enero,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs",1,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,BI Analyst / Data Analyst,20,2,10,0,"Linux, SAS ","Bash/Shell, Groovy, HTML, Java, Javascript, Matlab, Python, R, SQL","Hadoop, TensorFlow","MySQL, Oracle, PostgreSQL, Teradata, Sas",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,Si 8% pesos en enero,No sé,5,5,Llegó para quedarse,Responder sobre entrevistas técnicas,Universitario,Incompleto,Ingeniería en Sistemas,UADE - Universidad Argentina De la Empresa,Terminar encuesta,Hasta 2,"HR, Manager directo/a, La técnica no evaluatoria sin coding. Te exponen bajo presión a resolver en minutos y despejes cuando es real usas planillas Excel.","Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a, Charla de experiencia ",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Responder sobre mis estudios,,,,41,Hombre Cis,Sí,TRUE,Senior,2070000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4700000,3000000,Cobro parte del salario en dólares,Oficial,Un sueldo,Mix de las anteriores,Dos,10,Junio,1,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",1,"Sí, estoy buscando activamente.",,Architect,28,3,3,4,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,Si,No sé,1,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,52,Hombre Cis,Sí,TRUE,Senior,4700000
Buenos Aires,Full-Time,Contractor,717000,712000,Cobro todo el salario en dólares,1Usd=1174Ars,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, trabajo remoto",3,"Sí, estoy buscando activamente.",,DBA (Database Administrator),3,0,0,0,"Google Cloud Platform, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Veeva Network,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,"no, acabo de empezar y tengo una tarifa por hora fija",Sí,7,2,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,33,Mujer Cis,No,TRUE,Semi-Senior,717000
Córdoba,Full-Time,Contractor,6400000,6400000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",,Developer,7,3,3,0,"Amazon Web Services, Kubernetes","Javascript, TypeScript","Node.js, React.js",Amazon DynamoDB,Jest,De 501 a 1000 personas,100% remoto,0,,No,7,3,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,29,Hombre Cis,Sí,TRUE,Senior,6400000
Buenos Aires,Full-Time,Staff (planta permanente),1700000,,Cobro parte del salario en dólares,1160,No,No recibo bono,Uno,8,Enero,1,"Abono de Internet, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",,UX Designer,4,3,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,Se paso de tener 4 ajustes por inflación a tener 2,Sí,7,1,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,33,Hombre Cis,No,TRUE,Semi-Senior,1700000
Buenos Aires,Full-Time,Contractor,5890000,,Cobro todo el salario en dólares,1155,No,No recibo bono,No,0,No tuve,2,"Abono de celular, Abono de Internet, Horarios flexibles",2,"Sí, estoy buscando activamente.",,Sales / Pre-Sales,13,5,5,0,Routers,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,no,No,0,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,40,Hombre Cis,Sí,TRUE,Senior,5890000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3200000,3150000,Mi sueldo está dolarizado (pero cobro en moneda local),1180,No,No recibo bono,Dos,100,Mayo,3,"Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",4,"No, pero escucho ofertas.",,Developer,3,1,3,0,"Azure, Docker, Google Cloud Platform, Serverless",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Bootstrap, jQuery, Next.js, Node.js, React.js","Microsoft SQL Server, PostgreSQL","Jest, NUnit, Postman",De 11  a 50  personas,100% remoto,0,,No,9,2,Hype,Responder sobre entrevistas técnicas,Terciario,En curso,Tecnicatura Superior en Programación,ESBA - Escuela Superior Buenos Aires,Terminar encuesta,Entre 2 y 4,"Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Sincrónicos, prefiero el desafío en tiempo real, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,34,Hombre Cis,Sí,TRUE,Semi-Senior,3200000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000,3100000,Cobro parte del salario en dólares,1100,Un sueldo,Performance individual,Dos,9,Abril,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,UX Designer,12,4,4,1,Azure,Ninguno de los anteriores,"Bootstrap, Ninguno de los anteriores",Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,No sé,7,2,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,45,Mujer Cis,No,TRUE,Senior,3500000
Mendoza,Full-Time,Staff (planta permanente),4200000,4000000,Cobro parte del salario en dólares,,No,Performance de la compañía,Dos,11,Mayo,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",4,"No, pero escucho ofertas.",,VP / C-Level,25,10,4,30,Odoo,"Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, PostgreSQL, SQLite",Postman,De 201 a 500 personas,Híbrido (presencial y remoto),4,Si dos ajustes de 7% y 4%,Sí,9,5,Vibequé?,Responder sobre guardias,Maestría,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Sincrónicos, prefiero el desafío en tiempo real, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,No,0,Neto,45,Hombre Cis,No,TRUE,Senior,4200000
Santa Fe,Full-Time,Staff (planta permanente),7400000,6027000,Cobro parte del salario en dólares,1180,Menos de un sueldo,Mix de las anteriores,No,0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Lactario en la oficina, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",1,"No, pero escucho ofertas.",,Manager / Director,19,9,7,100,Azure,"Javascript, Python, TypeScript",Node.js,Ninguna de las anteriores,"Cypress, Postman, playwright",Más de 10000 personas,Híbrido (presencial y remoto),2,No,Sí,5,5,Llegó para quedarse,Responder sobre entrevistas técnicas,,,,,,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,,,,43,Hombre Cis,Sí,TRUE,Senior,7400000
Córdoba,Full-Time,Staff (planta permanente),3000000,3000000,Cobro parte del salario en dólares,1200,De uno a tres sueldos,Performance de la compañía,Dos,12,Mayo,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",,Sales / Pre-Sales,4,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),0,,No sé,10,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,34,Hombre Cis,Sí,TRUE,Semi-Senior,3000000
Córdoba,Full-Time,Contractor,2500000,,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,Clases de idiomas,1,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,Data Engineer,3,2,1,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux","Bash/Shell, Python, SQL",Flask,"Amazon RDS/Aurora, Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL, SQLite",Selenium,De 11  a 50  personas,Híbrido (presencial y remoto),1,No,Sí,2,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,41,Hombre Cis,Sí,TRUE,Semi-Senior,2500000
Santa Fe,Full-Time,Staff (planta permanente),1171850,972635,Cobro parte del salario en dólares,,Menos de un sueldo,Aguinaldo,Dos,3,Abril,3,Horarios flexibles,3,"No, estoy muy conforme.",,Developer,3,1,1,0,"Docker, Linux","Bash/Shell, CSS, HTML, Javascript, Python, TypeScript, ","Vue.js, Frappe",MariaDB,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,,No,6,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,30,Hombre Cis,Sí,TRUE,Semi-Senior,1171850
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4800000,,Cobro todo el salario en dólares,1200,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",,UX Designer,8,0,5,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,No,No,0,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,32,Mujer Cis,Sí,TRUE,Senior,4800000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3241000,2600000,Cobro parte del salario en dólares,1100,No,No recibo bono,Dos,16,Abril,4,"Abono de celular, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",,Manager / Director,29,2,2,2,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,"Cada 3 meses si la inflación no supera el 10%, en ese caso, trimestralmente de lo que esté la inflación acumulada.",No,10,2,Vibequé?,Responder sobre mis estudios,Secundario,Completo,Tecnicatura Electrónica,,Responder sobre guardias,Hasta 2,"HR, Manager directo/a","Sincrónicos, prefiero el desafío en tiempo real, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,48,Hombre Cis,Sí,TRUE,Senior,3241000
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,9000000,9000000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, pero escucho ofertas.",,Architect,25,1,3,25,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Bootstrap, Node.js, React.js",Ninguna de las anteriores,"Jest, Mocha",De 101 a 200 personas,100% remoto,0,No.,Sí,6,2,Hype,Terminar encuesta,,,,,,,,,,,,,,,45,Hombre Cis,Sí,TRUE,Senior,9000000
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),6325000,5900000,Cobro todo el salario en dólares,1150,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Reembolso sobre la obra social",4,"No, estoy muy conforme.",,Developer,3,0,0,2,"Amazon Web Services, Docker, Kubernetes","Javascript, Ruby",Rails,"ElasticSearch, MySQL, Redis","RSpec, Selenium",De 1001 a 2000 personas,100% remoto,0,,No,8,5,Llegó para quedarse,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,UCA - Universidad Católica Argentina,Terminar encuesta,Entre 2 y 4,"Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,26,Hombre Cis,Sí,TRUE,Semi-Senior,6325000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3950000,3500000,Mi sueldo está dolarizado (pero cobro en moneda local),-,No,No recibo bono,Uno,14,Abril,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,7,3,6,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux","CSS, HTML, Javascript, TypeScript","Angular, React.js",Microsoft SQL Server,Selenium,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,"El que no iba a un día de los dos la oficina, el ajuste de incremento salarial baja 5% (de ese momento por esa vez).",No sé,0,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,40,Hombre Cis,Sí,TRUE,Senior,3950000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),10000000,8000000,Mi sueldo está dolarizado (pero cobro en moneda local),1800,No,No recibo bono,Dos,11,Abril,4,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,SysAdmin / DevOps / SRE,15,5,3,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux","Bash/Shell, Go, Javascript, TypeScript","Next.js, Node.js","ElasticSearch, MongoDB",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,,No,8,1,Hype,Terminar encuesta,,,,,,,,,,,,,,,40,Hombre Cis,Sí,TRUE,Senior,10000000
Santa Fe,Full-Time,Staff (planta permanente),4800000,3800000,Cobro parte del salario en dólares,1200,Un sueldo,Performance de la compañía,Dos,35,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",,Manager / Director,2,10,2,40,"Arduino o similar, Docker, Kubernetes, Linux, OpenStack, Windows Server","Bash/Shell, HTML, PHP, Python, SQL","Next.js, Node.js, WordPress","ElasticSearch, MariaDB, MongoDB, MySQL, Percona XtraDB Cluster, PostgreSQL, ProxySQL, Redis",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,Ajustes segun inflacion oficial cada vez que INDEC publica la tasa mensual,No,7,2,Hype,Terminar encuesta,,,,,,,,,,,,,,,38,Hombre Cis,Sí,TRUE,Junior,4800000
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3200000,2550000,Cobro parte del salario en dólares,,Menos de un sueldo,Mix de las anteriores,Uno,13,Febrero,3,"Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, pero escucho ofertas.",,Developer,19,7,19,0,SAP,ABAP,"SAP, SAP Hana",HANA,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No,8,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,53,Hombre Cis,No,TRUE,Senior,3200000
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3800000,2900000,Cobro parte del salario en dólares,1200,No,No recibo bono,Uno,10,Febrero,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,Manager / Director,35,4,4,0,Google Cloud Platform,.NET,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,,Sí,2,4,Vibequé?,Responder sobre guardias,Posgrado/Especialización,Completo,Licenciatura en Informática,UP - Universidad de Palermo,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,"Más de 8 horas, sin problemas","Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0,Neto,57,Hombre Cis,Sí,TRUE,Senior,3800000
Entre Ríos,Full-Time,Staff (planta permanente),3400000,2800000,Cobro parte del salario en dólares,,Un sueldo,Mix de las anteriores,No,0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, pero escucho ofertas.",,Developer,6,1,1,0,"Amazon Web Services, Docker, Kubernetes","Go, Javascript, TypeScript",React.js,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, PostgreSQL, Redis",Postman,Más de 10000 personas,100% remoto,0,,No,10,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,28,Hombre Cis,Sí,TRUE,Senior,3400000
